document_id,most_prevalent_topic_id,most_prevalent_topic_probability,text_excerpt,state,school type,grade,year,subject
10,6,0.679021594468987,"zum einen aus Problemstellungen der klassischen Ethik bzw. Moralphilosophie. Er stellt damit Orientierungswissen zu grundlegenden Positionen der philosophischen Ethik aus Vergangenheit und Gegenwart bereit. Hierher gehören u.a. die Fragen nach Freiheit und Selbstbestimmung, nach Recht und Gerechtigkeit, nach anthropologischen Voraussetzungen der Ethik, nach der persönlichen Lebensgestaltung und einem sinnvollen, erfüllten Leben. Dieses exemplarische Wissen ermöglicht die verstehende Erschließung traditioneller Wertvorstellungen und",,,,2006.0,"Ethik, Philo"
11,1,0.9590848904567206,"kognitiven Aspekte beschränken müssen. Inhaltliche Schwerpunkte Die genannten Kompetenzen können in der Auseinandersetzung mit den folgenden Inhalten und Problemstellungen erworben werden, aus denen sich die Aufgaben der Abiturprüfung herleiten lassen Freiheit und Abhängigkeit Mit dem Verhältnis von Freiheit und Abhängigkeit wird eine grundlegende Frage des Ethikunterrichts angesprochen. Dabei werden die Begriffe Freiheit bzw. Willensfreiheit in der Auseinandersetzung mit philosophischen, psychologischen und",,,,2006.0,"Ethik, Philo"
12,1,0.9608644018464111,"genannten Kompetenzen können in der Auseinandersetzung mit den folgenden Inhalten und Problemstellungen erworben werden, aus denen sich die Aufgaben der Abiturprüfung herleiten lassen Freiheit und Abhängigkeit Mit dem Verhältnis von Freiheit und Abhängigkeit wird eine grundlegende Frage des Ethikunterrichts angesprochen. Dabei werden die Begriffe Freiheit bzw. Willensfreiheit in der Auseinandersetzung mit philosophischen, psychologischen und biologischen Interpretationen behandelt, es werden verhaltens- und",,,,2006.0,"Ethik, Philo"
13,1,0.962493965609713,"aus denen sich die Aufgaben der Abiturprüfung herleiten lassen Freiheit und Abhängigkeit Mit dem Verhältnis von Freiheit und Abhängigkeit wird eine grundlegende Frage des Ethikunterrichts angesprochen. Dabei werden die Begriffe Freiheit bzw. Willensfreiheit in der Auseinandersetzung mit philosophischen, psychologischen und biologischen Interpretationen behandelt, es werden verhaltens- und handlungsbestimmende Faktoren bewusst gemacht, so dass auch die Reichweite wissenschaftlicher Erkenntnisse und Bedingungen der",,,,2006.0,"Ethik, Philo"
14,6,0.6448719538010399,"reziproken Respekts vor der weltanschaulichen Orientierung anderer. Pluralismus wird damit als gegenseitige Toleranz, als ein Wert innerhalb der freiheitlich-demokratischen Grundordnung Thema des Ethikunterrichts. Thematisiert werden hier zugleich die Grenzen der Freiheit weltanschaulicher Orientierungen am Grundkonsens demokratischer Gesellschaften, der mit den unveräußerlichen Menschenrechten über die Regeln eines bloß praktikablen Zusammenlebens hinausgeht. Ethik und Menschenbild Philosophische, wissenschaftliche sowie religiöse Vorstellungen vom Menschen werden",,,,2006.0,"Ethik, Philo"
15,3,0.9307630787070552,"Anforderungsniveau von einer Bearbeitungszeit von Minuten und für den Unterricht mit erhöhtem Anforderungsniveau von Minuten ausgegangen. Aufgabenbeispiele für den Unterricht mit grundlegendem Anforderungsniveau Beispiel für eine Textaufgabe a Prüfungsaufgabe Thema: Freiheit und Determination Material: Warum lesen Sie jetzt gerade diesen Satz, anstatt sich eine CD anzuhören oder einen Waldlauf zu machen Sofern kein äußerer Zwang auf Sie ausgeübt wurde, lautet die",,,,2006.0,"Ethik, Philo"
16,8,0.48933048468706514,"mögliche Konsequenzen für den Umgang der Menschen miteinander ab Beurteilen Sie diese Konsequenzen aus Ihrer Sicht BE b Erwartungshorizont Unterrichtliche Voraussetzungen Die Schüler haben sich in der Qualifikationsphase mit der Freiheit bzw. Abhängigkeit des Menschen auseinandergesetzt. Dabei wurden auch Bezüge zu der Frage nach den Möglichkeiten einer verantwortlichen und erfüllenden Lebensführung hergestellt. Die Schüler sind mit den grundsätzlichen Positionen Schopenhauers, Epikurs",,,,2006.0,"Ethik, Philo"
17,7,0.49376497972664246,"Situation auch anders hätte entscheiden können. Für die Beantwortung dieser Frage bieten sich zwei widersprüchliche Vorstellungen an, die aber für sich genommen jeweils absolut einleuchtend erscheinen: Die libertarische Konzeption sieht Freiheit in dem Sinne vor, dass der Mensch in einer gegebenen Situation grundsätzlich zwischen Alternativen für seine Entscheidung wählen kann; die deterministische Konzeption geht hingegen von einer strengen Kausalität in der",,,,2006.0,"Ethik, Philo"
18,10,0.9526236671452266,"Ansätze zur Beurteilung vorliegen, die Folienskizzen jeweils eine zutreffende Schwerpunktsetzung zum Status des Embryos und zu den ethischen Grundsätzen darstellen. Beispiel für eine Themaaufgabe mit offener Fragestellung a Prüfungsaufgabe Thema: Freiheit, Verantwortung, Gerechtigkeit Material: Freiheit braucht Verantwortung. Deswegen fürchten sich auch so viele vor ihr. George Bernhard Shaw, Schriftsteller - Die Freiheit braucht Gerechtigkeit, damit die Starken die Schwachen nicht beiseite",,,,2006.0,"Ethik, Philo"
19,10,0.9470504264288963,"die Folienskizzen jeweils eine zutreffende Schwerpunktsetzung zum Status des Embryos und zu den ethischen Grundsätzen darstellen. Beispiel für eine Themaaufgabe mit offener Fragestellung a Prüfungsaufgabe Thema: Freiheit, Verantwortung, Gerechtigkeit Material: Freiheit braucht Verantwortung. Deswegen fürchten sich auch so viele vor ihr. George Bernhard Shaw, Schriftsteller - Die Freiheit braucht Gerechtigkeit, damit die Starken die Schwachen nicht beiseite schieben. Johannes Rau -,",,,,2006.0,"Ethik, Philo"
20,6,0.4348738250847595,"für eine Themaaufgabe mit offener Fragestellung a Prüfungsaufgabe Thema: Freiheit, Verantwortung, Gerechtigkeit Material: Freiheit braucht Verantwortung. Deswegen fürchten sich auch so viele vor ihr. George Bernhard Shaw, Schriftsteller - Die Freiheit braucht Gerechtigkeit, damit die Starken die Schwachen nicht beiseite schieben. Johannes Rau -, Bundespräsident Aufgabenstellung Erörtern Sie vor dem Hintergrund der Zitate und philosophischer Standpunkte die wechselseitigen Beziehungen zwischen Freiheit,",,,,2006.0,"Ethik, Philo"
21,6,0.4004785373770511,"Freiheit braucht Gerechtigkeit, damit die Starken die Schwachen nicht beiseite schieben. Johannes Rau -, Bundespräsident Aufgabenstellung Erörtern Sie vor dem Hintergrund der Zitate und philosophischer Standpunkte die wechselseitigen Beziehungen zwischen Freiheit, Verantwortung und Gerechtigkeit. Berücksichtigen Sie dabei auch die gegenwärtige Bedeutung dieser ethischen Werte. b Erwartungshorizont Unterrichtliche Voraussetzungen Die Schülerinnen und Schüler untersuchten den Begriff und das Wesen der Freiheit und",,,,2006.0,"Ethik, Philo"
22,8,0.39380731349105047,"zwischen Freiheit, Verantwortung und Gerechtigkeit. Berücksichtigen Sie dabei auch die gegenwärtige Bedeutung dieser ethischen Werte. b Erwartungshorizont Unterrichtliche Voraussetzungen Die Schülerinnen und Schüler untersuchten den Begriff und das Wesen der Freiheit und verstehen diese als Voraussetzung für menschliche Verantwortung. Ausgehend von der eigenen Erfahrungswelt erarbeiteten sie metaethische und normative Aspekte der Verantwortung. Die Frage nach der Verantwortung für die Gestaltung einer",,,,2006.0,"Ethik, Philo"
23,3,0.685903731975975,"des Ethikunterrichtes. Beschreibung der zu erwartenden Prüfungsleistung Im Wesentlichen sollten folgende inhaltliche Aspekte enthalten sein: Die Darstellung von relevanten Sachverhalten und Begriffen AFB I, Erläuterung und Auseinandersetzung mit den Begriffen Freiheit, Gerechtigkeit und Verantwortung AFBII, die Erarbeitung der Beziehung zwischen den Begriffen, die Auseinandersetzung mit den Zitaten und die Analyse der gegenwärtigen Bedeutung AFB III. Erläuterung und Auseinandersetzung mit den Begriffen",,,,2006.0,"Ethik, Philo"
24,3,0.9666622401347237,"Gerechtigkeit und Verantwortung AFBII, die Erarbeitung der Beziehung zwischen den Begriffen, die Auseinandersetzung mit den Zitaten und die Analyse der gegenwärtigen Bedeutung AFB III. Erläuterung und Auseinandersetzung mit den Begriffen Freiheit: Freiheit als Möglichkeit, unter mehreren Optionen wählen zu können, Freiheit als Selbstbestimmung oder negativ erklärt. Freiheit als das Fehlen von Zwängen, als Unabhängigkeit von Fremdbestimmung. Unterscheidung zwischen Freiheit von... und",,,,2006.0,"Ethik, Philo"
25,3,0.9653800225210343,"und Verantwortung AFBII, die Erarbeitung der Beziehung zwischen den Begriffen, die Auseinandersetzung mit den Zitaten und die Analyse der gegenwärtigen Bedeutung AFB III. Erläuterung und Auseinandersetzung mit den Begriffen Freiheit: Freiheit als Möglichkeit, unter mehreren Optionen wählen zu können, Freiheit als Selbstbestimmung oder negativ erklärt. Freiheit als das Fehlen von Zwängen, als Unabhängigkeit von Fremdbestimmung. Unterscheidung zwischen Freiheit von... und Freiheit",,,,2006.0,"Ethik, Philo"
26,3,0.9666645954067378,"Begriffen, die Auseinandersetzung mit den Zitaten und die Analyse der gegenwärtigen Bedeutung AFB III. Erläuterung und Auseinandersetzung mit den Begriffen Freiheit: Freiheit als Möglichkeit, unter mehreren Optionen wählen zu können, Freiheit als Selbstbestimmung oder negativ erklärt. Freiheit als das Fehlen von Zwängen, als Unabhängigkeit von Fremdbestimmung. Unterscheidung zwischen Freiheit von... und Freiheit zu... negative und positive Freiheit, Veranschaulichung z.B. Religionsfreiheit. Unterscheidung",,,,2006.0,"Ethik, Philo"
27,3,0.9678552347479994,"und die Analyse der gegenwärtigen Bedeutung AFB III. Erläuterung und Auseinandersetzung mit den Begriffen Freiheit: Freiheit als Möglichkeit, unter mehreren Optionen wählen zu können, Freiheit als Selbstbestimmung oder negativ erklärt. Freiheit als das Fehlen von Zwängen, als Unabhängigkeit von Fremdbestimmung. Unterscheidung zwischen Freiheit von... und Freiheit zu... negative und positive Freiheit, Veranschaulichung z.B. Religionsfreiheit. Unterscheidung von Willens- und Handlungsfreiheit, dabei Handlungsfreiheit",,,,2006.0,"Ethik, Philo"
28,3,0.9608683337603111,"den Begriffen Freiheit: Freiheit als Möglichkeit, unter mehreren Optionen wählen zu können, Freiheit als Selbstbestimmung oder negativ erklärt. Freiheit als das Fehlen von Zwängen, als Unabhängigkeit von Fremdbestimmung. Unterscheidung zwischen Freiheit von... und Freiheit zu... negative und positive Freiheit, Veranschaulichung z.B. Religionsfreiheit. Unterscheidung von Willens- und Handlungsfreiheit, dabei Handlungsfreiheit als die Möglichkeit zu tun, was man will und Willensfreiheit als die",,,,2006.0,"Ethik, Philo"
29,3,0.9608685498676989,"Freiheit als Möglichkeit, unter mehreren Optionen wählen zu können, Freiheit als Selbstbestimmung oder negativ erklärt. Freiheit als das Fehlen von Zwängen, als Unabhängigkeit von Fremdbestimmung. Unterscheidung zwischen Freiheit von... und Freiheit zu... negative und positive Freiheit, Veranschaulichung z.B. Religionsfreiheit. Unterscheidung von Willens- und Handlungsfreiheit, dabei Handlungsfreiheit als die Möglichkeit zu tun, was man will und Willensfreiheit als die Möglichkeit zu wollen,",,,,2006.0,"Ethik, Philo"
30,3,0.9590897802048689,"Optionen wählen zu können, Freiheit als Selbstbestimmung oder negativ erklärt. Freiheit als das Fehlen von Zwängen, als Unabhängigkeit von Fremdbestimmung. Unterscheidung zwischen Freiheit von... und Freiheit zu... negative und positive Freiheit, Veranschaulichung z.B. Religionsfreiheit. Unterscheidung von Willens- und Handlungsfreiheit, dabei Handlungsfreiheit als die Möglichkeit zu tun, was man will und Willensfreiheit als die Möglichkeit zu wollen, was man will. Ebenen und",,,,2006.0,"Ethik, Philo"
31,6,0.600760974347185,"tun, was man will und Willensfreiheit als die Möglichkeit zu wollen, was man will. Ebenen und Grenzen der Freiheitsbeschränkung persönliche, soziale, politische sowie die Rolle der Freiheitsbeschränkung als Sicherung der Freiheit. Willensfreiheit und Determination. Gerechtigkeit: als normatives Prinzip bzw. sittliche Leitidee, die charakterisiert werden kann als Forderung nach gleicher Behandlung unter gleichen Umständen, als Fairness bzw. Chancengleichheit. Gerechtigkeitsbereiche: Retributive G. vergeltende",,,,2006.0,"Ethik, Philo"
32,3,0.3754362315904316,"etwas geschieht bzw. nicht geschieht im Sinne von Zurechenbarkeit ungleich Zuschreibbarkeit von Handlung und Folgen. Zurechnungsfähigkeit impliziert dabei nicht, dass der Mensch frei von Determination ist. Erarbeitung der wechselseitigen Beziehungen Freiheit - Verantwortung Philosophische Ebene: Erörtern, dass ohne Handlungsfreiheit weder moralische Verantwortung zugemessen noch Einstehen für die Folgen verlangt werden kann. Erörtern, dass ohne Willensfreiheit moralische Verantwortung umstritten, aber Zuschreibung und",,,,2006.0,"Ethik, Philo"
33,4,0.3763781849624947,"Verantwortung umstritten, aber Zuschreibung und Einstehen für die Folgen möglich sind. Praktische Ebene: Fälle aus der Lebenswirklichkeit an Hand von personenbezogenen, sozialen bzw. politischen Beispielen diskutieren. Erarbeitung der wechselseitigen Beziehungen Freiheit - Gerechtigkeit Philosophische Ebene: Erörtern, dass es um gerecht handeln zu können, der Handlungsfreiheit bedarf und erörtern, dass es zur Sicherung der Handlungsfreiheit der Gerechtigkeit bedarf. praktische Ebene: Fälle aus",,,,2006.0,"Ethik, Philo"
34,6,0.6521943739925831,"Geschlechter und der Generationen, Legitimation politischer Herrschaft, Fernwirkungen menschlichen Handelns in Raum und Zeit usw. darstellen. Dabei die Verantwortung für die besonderen Herausforderungen unserer Zeit beschreiben und die Bedeutung von Freiheit und Gerechtigkeit bezüglich der Problemfelder der Gegenwart erörtern. Philosophische Positionen Geeignete philosophische Standpunkte zu Freiheit, Verantwortung und Gerechtigkeit auswählen, darstellen und angemessen in die Argumentation einbeziehen. Z. B. Aristoteles, Kant,",,,,2006.0,"Ethik, Philo"
35,6,0.5588521352675724,"darstellen. Dabei die Verantwortung für die besonderen Herausforderungen unserer Zeit beschreiben und die Bedeutung von Freiheit und Gerechtigkeit bezüglich der Problemfelder der Gegenwart erörtern. Philosophische Positionen Geeignete philosophische Standpunkte zu Freiheit, Verantwortung und Gerechtigkeit auswählen, darstellen und angemessen in die Argumentation einbeziehen. Z. B. Aristoteles, Kant, Schopenhauer, Sartre, Jonas, Rawls u.a. Bewertungskriterien für die Noten gut und ausreichend Bewertungskriterien für die",,,,2006.0,"Ethik, Philo"
36,4,0.9666629514261653,"dass die Erläuterung von und die Auseinandersetzung mit den Begriffen durchweg gedanklich klar, inhaltlich präzise und sprachlich treffend formuliert ist, sowie differenzierte Kenntnisse in der Entfaltung der Bedeutungsebenen der Begriffe Freiheit, Gerechtigkeit und Verantwortung dokumentiert werden, die Erarbeitung der wechselseitigen Beziehungen Freiheit -Verantwortung, Freiheit-Gerechtigkeit und Verantwortung-Gerechtigkeit differenziert und die philosophische und praktische Ebene fachlich überzeugend und strukturiert erfolgt, die Auseinandersetzung mit",,,,2006.0,"Ethik, Philo"
37,4,0.9699966487117286,"gedanklich klar, inhaltlich präzise und sprachlich treffend formuliert ist, sowie differenzierte Kenntnisse in der Entfaltung der Bedeutungsebenen der Begriffe Freiheit, Gerechtigkeit und Verantwortung dokumentiert werden, die Erarbeitung der wechselseitigen Beziehungen Freiheit -Verantwortung, Freiheit-Gerechtigkeit und Verantwortung-Gerechtigkeit differenziert und die philosophische und praktische Ebene fachlich überzeugend und strukturiert erfolgt, die Auseinandersetzung mit den Zitaten unter Berücksichtigung der Stichworte Wahlmöglichkeit, Verantwortung, Mut und Furcht,",,,,2006.0,"Ethik, Philo"
38,4,0.9689623727113841,"inhaltlich präzise und sprachlich treffend formuliert ist, sowie differenzierte Kenntnisse in der Entfaltung der Bedeutungsebenen der Begriffe Freiheit, Gerechtigkeit und Verantwortung dokumentiert werden, die Erarbeitung der wechselseitigen Beziehungen Freiheit -Verantwortung, Freiheit-Gerechtigkeit und Verantwortung-Gerechtigkeit differenziert und die philosophische und praktische Ebene fachlich überzeugend und strukturiert erfolgt, die Auseinandersetzung mit den Zitaten unter Berücksichtigung der Stichworte Wahlmöglichkeit, Verantwortung, Mut und Furcht, Freiheitsgrenzen und",,,,2006.0,"Ethik, Philo"
39,6,0.3045936301785606,"und Freiheitssicherung, gerechtes und freies Handeln, Chancen- und Pflichtengleichheit usw. begründet, klar strukturiert und eigenständig erfolgt, die Bedeutung durch Konkretisierung der gegenwärtigen Herausforderungen differenziert begründet wird, geeignete philosophische Positionen zu Freiheit, Gerechtigkeit und Verantwortung ausgewählt z.B. Kant, Rawls und zutreffend dargestellt werden. Bewertungskriterien für die Note ausreichend Eine Leistung kann ausreichend genannt werden, wenn sie zwar Mängel aufweist, aber im Ganzen",,,,2006.0,"Ethik, Philo"
40,4,0.6513142396324829,"noch entspricht. Das bedeutet, dass die Erläuterung von und die Auseinandersetzung mit den Begriffen zeigt, dass grundlegende und zutreffende Vorstellungen zu deren Inhalten vorhanden sind, die Erarbeitung der wechselseitigen Beziehungen Freiheit -Verantwortung, Freiheit-Gerechtigkeit und Verantwortung-Gerechtigkeit weitgehend widerspruchsfrei erfolgt und mindestens zwei Beziehungen in den Blick nimmt, die Auseinandersetzung mit den Zitaten einige der Stichworte Wahlmöglichkeit, Verantwortung, Mut und Furcht, Freiheitsgrenzen und",,,,2006.0,"Ethik, Philo"
41,4,0.7101340495482205,"Das bedeutet, dass die Erläuterung von und die Auseinandersetzung mit den Begriffen zeigt, dass grundlegende und zutreffende Vorstellungen zu deren Inhalten vorhanden sind, die Erarbeitung der wechselseitigen Beziehungen Freiheit -Verantwortung, Freiheit-Gerechtigkeit und Verantwortung-Gerechtigkeit weitgehend widerspruchsfrei erfolgt und mindestens zwei Beziehungen in den Blick nimmt, die Auseinandersetzung mit den Zitaten einige der Stichworte Wahlmöglichkeit, Verantwortung, Mut und Furcht, Freiheitsgrenzen und Freiheitssicherung, gerechtes",,,,2006.0,"Ethik, Philo"
42,3,0.3997306906913177,"gerechtes und freies Handeln, Chancen- und Pflichtengleichheit enthält und eine verständliche Darstellung erreicht wird, die Bedeutung durch Darstellung konkreter gegenwärtiger Herausforderungen in Grundzügen erkannt wird, eine ausgewählte philosophische Positionen zu Freiheit, Gerechtigkeit und Verantwortung z.B. Kant, Rawls im Wesentlichen richtig dargestellt wird. Aufgabenbeispiel für den Unterricht mit erhöhtem Anforderungsniveau Beispiel für eine Textaufgabe a Prüfungsaufgabe Thema: Technik, Wissenschaft und Verantwortung Material:",,,,2006.0,"Ethik, Philo"
43,5,0.3166867011778581,"Verhältnis von Wissenschaft und Technik, den möglichen globalen und ambivalenten Wirkungen von Wissenschaft und Technik sowie dem Problem der Folgenabschätzung, dem Begriff der Verantwortung als mehrstelligen Relationsbegriff, dem Verhältnis zwischen Freiheit der Forschung und der Verantwortung für mögliche gefährliche Folgen, moralphilosophischen Positionen, die hinsichtlich der ethischen Herausforderungen der modernen Wissenschaft und Technik von Relevanz sind z.B. Utilitarismus, Kant, Hans Jonas. Beschreibung",,,,2006.0,"Ethik, Philo"
44,3,0.9590780592752924,"Quellen des Guten bei Platon Idee des Guten in der Ideenwelt und Kant der gute Wille verglichen werden AFB II/III, der Glücksbegriff des Utilitarismus erörtert werden AFB III. Z.B. Thema Freiheit und Abhängigkeit Hier könnte beispielsweise der Begriff der Apathie in der Stoa beschrieben werden AFB I die Zwei-Welten-Lehre Kants erläutert werden AFB II zentrale Probleme der aktuellen Diskussion um die",,,,2006.0,"Ethik, Philo"
45,6,0.8485755586463536,"einer zusammenhängenden Fortentwicklung der Gattungsanlagen gedacht werden, die regelmäßig und stetig fortschreitet. Für den Hegelschüler J.G. Droysen ergibt sich der Fortschritt der Geschichte aus dem Kampf verschiedener Ideen z.B. zwischen Freiheit und Staat und ist einem mäandrierenden Strom vergleichbar, der zu immer höheren sittlichen Gestaltungen führt. Für Marx führt der permanente Fortschritt der materiellen Produktivkräfte immer wieder zu einem ein Widerspruch",,,,2006.0,"Ethik, Philo"
46,5,0.509363858501151,"seinen individuellen Lebenssinn darin findet, diesen überindividuellen Gang zu erkennen und ihn zu befördern. Oder dass der Staat als eine ethische Instanz betrachtet wird, deren Interessen auf lange Sicht mit Freiheit und Sittlichkeit harmonieren Humboldt, Hegel, u. v. a.. Oder dass Geschichte als Weltgericht verstanden wird, das rückblickend das dann Vergangene rechtfertigt oder eben nicht Herder, Schiller, u. v. a.. AFB",,,,2006.0,"Ethik, Philo"
47,8,0.730432042884507,werden. Anregungen für weitere Themenvorschläge Thema und Skizze: Täter-Opfer-Ausgleich als Alternative zum Jugendstrafvollzug Mögliche Inhalte der Präsentation: Aufgaben des Jugendstrafvollzugs / Vergleich mit Strafzwecken im Erwachsenvollzug /Schuld und Mündigkeit / Freiheit und Verantwortung / Probleme des Strafvollzugs bei Jugendlichen / Rückfallquoten / Regeln des Täter-Opfer-Ausgleichs . Mögliche weiterführende Fragen im Prüfungsgespräch: Strafzwecktheorien / Erwachsenenvollzug / andere Alternativen zum Strafvollzug Moralische Sozialisation,,,,2006.0,"Ethik, Philo"
48,8,0.5875591940916902,"Für unser Thema, das Problem der Willensfreiheit, ist der entscheidende Punkt, dass die Fähigkeit zur Bedürfnisantizipation in Verbindung mit dem Erwerb von Selbstkontrollstrategien die Voraussetzung für eine weitere Stufe der Autonomie bildet. Sie besteht darin, dass das Verhalten nicht mehr nur zum Teil unabhängig von der unmittelbaren äußeren Reizsituation ist, sondern darüber hinaus bis zu einem gewissen Grad auch unabhängig von",,,,2006.0,"Ethik, Philo"
49,1,0.5999699134184985,"Worten dar BE Unsere heutige Welt ist voller Verführungen. Untersuchen Sie unter Anwendung des Konzepts des Autors an einem konkreten Beispiel, wie der heutige Mensch durch Selbstkontrolle Spielräume für seine Autonomie wahren kann BE Verfolgt man die Vorstellungen des Autors konsequent, könnte man versuchen, einen Zuwachs an Autonomie durch eine Vielzahl von Selbstkontrollstrategien zu erreichen. Erörtern Sie die Grenzen eines solchen",,,,2006.0,"Ethik, Philo"
